DSC,simulate,analyze,score,score.metric
1,bigstep,HPR_obs,cover_obs,0.6933333333333334
2,bigstep,HPR_obs,cover_obs,0.7466666666666667
3,bigstep,HPR_obs,cover_obs,0.8066666666666666
4,bigstep,HPR_obs,cover_obs,0.7533333333333333
5,bigstep,HPR_obs,cover_obs,0.72
6,bigstep,HPR_obs,cover_obs,0.8133333333333334
7,bigstep,HPR_obs,cover_obs,0.7933333333333333
8,bigstep,HPR_obs,cover_obs,0.8133333333333334
9,bigstep,HPR_obs,cover_obs,0.7933333333333333
10,bigstep,HPR_obs,cover_obs,0.7533333333333333
11,bigstep,HPR_obs,cover_obs,0.7933333333333333
12,bigstep,HPR_obs,cover_obs,0.7866666666666666
13,bigstep,HPR_obs,cover_obs,0.8
14,bigstep,HPR_obs,cover_obs,0.7666666666666667
15,bigstep,HPR_obs,cover_obs,0.7666666666666667
16,bigstep,HPR_obs,cover_obs,0.8333333333333334
17,bigstep,HPR_obs,cover_obs,0.7933333333333333
18,bigstep,HPR_obs,cover_obs,0.7666666666666667
19,bigstep,HPR_obs,cover_obs,0.7666666666666667
20,bigstep,HPR_obs,cover_obs,0.7133333333333334
21,bigstep,HPR_obs,cover_obs,0.76
22,bigstep,HPR_obs,cover_obs,0.7133333333333334
23,bigstep,HPR_obs,cover_obs,0.7933333333333333
24,bigstep,HPR_obs,cover_obs,0.7533333333333333
25,bigstep,HPR_obs,cover_obs,0.7
26,bigstep,HPR_obs,cover_obs,0.7866666666666666
27,bigstep,HPR_obs,cover_obs,0.7133333333333334
28,bigstep,HPR_obs,cover_obs,0.7666666666666667
29,bigstep,HPR_obs,cover_obs,0.6733333333333333
30,bigstep,HPR_obs,cover_obs,0.7866666666666666
31,bigstep,HPR_obs,cover_obs,0.7733333333333333
32,bigstep,HPR_obs,cover_obs,0.8066666666666666
33,bigstep,HPR_obs,cover_obs,0.8266666666666667
34,bigstep,HPR_obs,cover_obs,0.82
35,bigstep,HPR_obs,cover_obs,0.7866666666666666
36,bigstep,HPR_obs,cover_obs,0.84
37,bigstep,HPR_obs,cover_obs,0.7933333333333333
38,bigstep,HPR_obs,cover_obs,0.7
39,bigstep,HPR_obs,cover_obs,0.78
40,bigstep,HPR_obs,cover_obs,0.7933333333333333
41,bigstep,HPR_obs,cover_obs,0.7
42,bigstep,HPR_obs,cover_obs,0.7933333333333333
43,bigstep,HPR_obs,cover_obs,0.7666666666666667
44,bigstep,HPR_obs,cover_obs,0.7866666666666666
45,bigstep,HPR_obs,cover_obs,0.7933333333333333
46,bigstep,HPR_obs,cover_obs,0.78
47,bigstep,HPR_obs,cover_obs,0.78
48,bigstep,HPR_obs,cover_obs,0.6933333333333334
49,bigstep,HPR_obs,cover_obs,0.7666666666666667
50,bigstep,HPR_obs,cover_obs,0.8066666666666666
51,bigstep,HPR_obs,cover_obs,0.8066666666666666
52,bigstep,HPR_obs,cover_obs,0.7733333333333333
53,bigstep,HPR_obs,cover_obs,0.76
54,bigstep,HPR_obs,cover_obs,0.82
55,bigstep,HPR_obs,cover_obs,0.76
56,bigstep,HPR_obs,cover_obs,0.8266666666666667
57,bigstep,HPR_obs,cover_obs,0.6866666666666666
58,bigstep,HPR_obs,cover_obs,0.7333333333333333
59,bigstep,HPR_obs,cover_obs,0.7933333333333333
60,bigstep,HPR_obs,cover_obs,0.76
61,bigstep,HPR_obs,cover_obs,0.7466666666666667
62,bigstep,HPR_obs,cover_obs,0.7733333333333333
63,bigstep,HPR_obs,cover_obs,0.78
64,bigstep,HPR_obs,cover_obs,0.76
65,bigstep,HPR_obs,cover_obs,0.7866666666666666
66,bigstep,HPR_obs,cover_obs,0.76
67,bigstep,HPR_obs,cover_obs,0.8066666666666666
68,bigstep,HPR_obs,cover_obs,0.7266666666666667
69,bigstep,HPR_obs,cover_obs,0.76
70,bigstep,HPR_obs,cover_obs,0.7733333333333333
71,bigstep,HPR_obs,cover_obs,0.8
72,bigstep,HPR_obs,cover_obs,0.76
73,bigstep,HPR_obs,cover_obs,0.7866666666666666
74,bigstep,HPR_obs,cover_obs,0.7666666666666667
75,bigstep,HPR_obs,cover_obs,0.7333333333333333
