DSC,simulate,analyze,score,score.metric
19,bigstep,HPR,beta2_value,0.09762765
20,bigstep,HPR,beta2_value,0.09745319999999999
21,bigstep,HPR,beta2_value,0.101292
22,bigstep,HPR,beta2_value,0.1021785
23,bigstep,HPR,beta2_value,0.09959024999999999
24,bigstep,HPR,beta2_value,0.100981
25,bigstep,HPR,beta2_value,0.1002035
26,bigstep,HPR,beta2_value,0.100548
27,bigstep,HPR,beta2_value,0.10076
28,bigstep,HPR,beta2_value,0.100618
29,bigstep,HPR,beta2_value,0.100064
30,bigstep,HPR,beta2_value,0.0956018
31,bigstep,HPR,beta2_value,0.096058
32,bigstep,HPR,beta2_value,0.09844865
33,bigstep,HPR,beta2_value,0.0951968
34,bigstep,HPR,beta2_value,0.09691235000000001
35,bigstep,HPR,beta2_value,0.0993885
36,bigstep,HPR,beta2_value,0.0972721
37,bigstep,HPR,beta2_value,0.0986371
38,bigstep,HPR,beta2_value,0.1027395
39,bigstep,HPR,beta2_value,0.100838
40,bigstep,HPR,beta2_value,0.104143
41,bigstep,HPR,beta2_value,0.09554735
42,bigstep,HPR,beta2_value,0.0939237
43,bigstep,HPR,beta2_value,0.103345
44,bigstep,HPR,beta2_value,0.0973673
45,bigstep,HPR,beta2_value,0.09832025
46,bigstep,HPR,beta2_value,0.1035915
47,bigstep,HPR,beta2_value,0.09940194999999999
48,bigstep,HPR,beta2_value,0.1012315
49,bigstep,HPR,beta2_value,0.102364
50,bigstep,HPR,beta2_value,0.09653700000000001
51,bigstep,HPR,beta2_value,0.101921
52,bigstep,HPR,beta2_value,0.1031015
53,bigstep,HPR,beta2_value,0.0984974
54,bigstep,HPR,beta2_value,0.1002125
55,bigstep,HPR,beta2_value,0.09650149999999999
56,bigstep,HPR,beta2_value,0.1003005
57,bigstep,HPR,beta2_value,0.0978504
58,bigstep,HPR,beta2_value,0.09698609999999999
59,bigstep,HPR,beta2_value,0.102485
60,bigstep,HPR,beta2_value,0.09709780000000001
61,bigstep,HPR,beta2_value,0.1003435
62,bigstep,HPR,beta2_value,0.09804315
63,bigstep,HPR,beta2_value,0.1019675
64,bigstep,HPR,beta2_value,0.09868655
65,bigstep,HPR,beta2_value,0.09996350000000001
66,bigstep,HPR,beta2_value,0.09675629999999999
67,bigstep,HPR,beta2_value,0.1016365
68,bigstep,HPR,beta2_value,0.0979257
69,bigstep,HPR,beta2_value,0.09984115
70,bigstep,HPR,beta2_value,0.101334
71,bigstep,HPR,beta2_value,0.1048755
72,bigstep,HPR,beta2_value,0.1015105
73,bigstep,HPR,beta2_value,0.1010975
74,bigstep,HPR,beta2_value,0.0983674
75,bigstep,HPR,beta2_value,0.0998298
76,bigstep,HPR,beta2_value,0.0991461
77,bigstep,HPR,beta2_value,0.102285
78,bigstep,HPR,beta2_value,0.0994122
79,bigstep,HPR,beta2_value,0.101176
80,bigstep,HPR,beta2_value,0.104207
81,bigstep,HPR,beta2_value,0.101946
82,bigstep,HPR,beta2_value,0.1018515
83,bigstep,HPR,beta2_value,0.0994337
84,bigstep,HPR,beta2_value,0.09842435
85,bigstep,HPR,beta2_value,0.1004695
86,bigstep,HPR,beta2_value,0.09844965
87,bigstep,HPR,beta2_value,0.1040405
88,bigstep,HPR,beta2_value,0.0965929
89,bigstep,HPR,beta2_value,0.0947363
90,bigstep,HPR,beta2_value,0.09924505
91,bigstep,HPR,beta2_value,0.09521245
92,bigstep,HPR,beta2_value,0.10445
93,bigstep,HPR,beta2_value,0.09997610000000001
94,bigstep,HPR,beta2_value,0.0995038
95,bigstep,HPR,beta2_value,0.101929
96,bigstep,HPR,beta2_value,0.1003675
97,bigstep,HPR,beta2_value,0.09885530000000001
98,bigstep,HPR,beta2_value,0.101878
99,bigstep,HPR,beta2_value,0.097991
100,bigstep,HPR,beta2_value,0.104094
1,bigstep,HPR,beta3_value,5.01365
2,bigstep,HPR,beta3_value,4.87739
3,bigstep,HPR,beta3_value,4.864915
4,bigstep,HPR,beta3_value,5.0751
5,bigstep,HPR,beta3_value,5.0184
6,bigstep,HPR,beta3_value,5.013965
7,bigstep,HPR,beta3_value,4.78138
8,bigstep,HPR,beta3_value,4.798535
9,bigstep,HPR,beta3_value,5.02072
10,bigstep,HPR,beta3_value,4.8818649999999995
11,bigstep,HPR,beta3_value,5.067195
12,bigstep,HPR,beta3_value,5.35172
13,bigstep,HPR,beta3_value,5.00193
14,bigstep,HPR,beta3_value,5.000705
15,bigstep,HPR,beta3_value,5.381235
16,bigstep,HPR,beta3_value,5.060409999999999
17,bigstep,HPR,beta3_value,4.742319999999999
18,bigstep,HPR,beta3_value,5.13838
19,bigstep,HPR,beta3_value,5.2008600000000005
20,bigstep,HPR,beta3_value,5.192445
21,bigstep,HPR,beta3_value,4.86027
22,bigstep,HPR,beta3_value,4.99552
23,bigstep,HPR,beta3_value,5.260260000000001
24,bigstep,HPR,beta3_value,4.9579249999999995
25,bigstep,HPR,beta3_value,4.718775000000001
26,bigstep,HPR,beta3_value,4.8137799999999995
27,bigstep,HPR,beta3_value,4.92623
28,bigstep,HPR,beta3_value,5.244015
29,bigstep,HPR,beta3_value,4.953395
30,bigstep,HPR,beta3_value,5.10181
31,bigstep,HPR,beta3_value,4.979865
32,bigstep,HPR,beta3_value,4.943745
33,bigstep,HPR,beta3_value,4.93837
34,bigstep,HPR,beta3_value,4.85665
35,bigstep,HPR,beta3_value,4.80733
36,bigstep,HPR,beta3_value,4.767185
37,bigstep,HPR,beta3_value,4.825505
38,bigstep,HPR,beta3_value,4.8178149999999995
39,bigstep,HPR,beta3_value,4.993575
40,bigstep,HPR,beta3_value,5.14917
41,bigstep,HPR,beta3_value,4.873645
42,bigstep,HPR,beta3_value,5.205080000000001
43,bigstep,HPR,beta3_value,4.961024999999999
44,bigstep,HPR,beta3_value,4.8253
45,bigstep,HPR,beta3_value,4.8768650000000004
46,bigstep,HPR,beta3_value,5.310765
47,bigstep,HPR,beta3_value,5.0381149999999995
48,bigstep,HPR,beta3_value,4.9219550000000005
49,bigstep,HPR,beta3_value,5.076169999999999
50,bigstep,HPR,beta3_value,4.80109
51,bigstep,HPR,beta3_value,4.819705
52,bigstep,HPR,beta3_value,4.989185
53,bigstep,HPR,beta3_value,4.875640000000001
54,bigstep,HPR,beta3_value,4.9654050000000005
55,bigstep,HPR,beta3_value,5.0563400000000005
56,bigstep,HPR,beta3_value,5.312685
57,bigstep,HPR,beta3_value,4.672975
58,bigstep,HPR,beta3_value,5.007289999999999
59,bigstep,HPR,beta3_value,5.27655
60,bigstep,HPR,beta3_value,4.836080000000001
61,bigstep,HPR,beta3_value,4.92333
62,bigstep,HPR,beta3_value,4.879295
63,bigstep,HPR,beta3_value,4.92688
64,bigstep,HPR,beta3_value,4.995245000000001
65,bigstep,HPR,beta3_value,5.14673
66,bigstep,HPR,beta3_value,5.284715
67,bigstep,HPR,beta3_value,4.874285
68,bigstep,HPR,beta3_value,4.80762
69,bigstep,HPR,beta3_value,5.164935
70,bigstep,HPR,beta3_value,4.88669
71,bigstep,HPR,beta3_value,5.05617
72,bigstep,HPR,beta3_value,4.739605
73,bigstep,HPR,beta3_value,5.10267
74,bigstep,HPR,beta3_value,5.182845
75,bigstep,HPR,beta3_value,4.795575
76,bigstep,HPR,beta3_value,5.0359300000000005
77,bigstep,HPR,beta3_value,5.096085
78,bigstep,HPR,beta3_value,5.274195000000001
79,bigstep,HPR,beta3_value,4.91261
80,bigstep,HPR,beta3_value,5.0484849999999994
